Original_Index,SA2,Price,Z-Score,SA2_Mean,SA2_Std,Deviation_From_Mean,Address,Suburb,Bedrooms,Bathrooms,Floor_Area,Land_Area
19633,Kalamunda - Maida Vale - Gooseberry Hill,1175000,3.361690225337174,479757.75092421443,206813.29999882824,695242.2490757855,364 Padbury Avenue,Herne Hill,3,2,289,62650
13624,Jandakot,1135000,3.357907056885384,564175.6062992126,169994.101692098,570824.3937007874,24 Lakes Way,Jandakot,5,2,327,10127
29091,Stirling - Osborne Park,1580000,3.3459295393685307,729540.3379629629,254177.39735115352,850459.6620370371,7 Honeymyrtle Turn,Stirling,5,3,452,734
11405,Iluka - Burns Beach,1550000,3.342304416973253,715964.8845577211,249538.9442107042,834035.1154422789,20 Whitewater Lookout,Iluka,5,3,339,762
1383,Iluka - Burns Beach,1550000,3.342304416973253,715964.8845577211,249538.9442107042,834035.1154422789,10 Romano Crescent,Iluka,4,3,384,666
25072,Ellenbrook,1460000,3.3417883154116406,556913.86875,270240.3761139365,903086.13125,51 Ellen Brook Drive,The Vines,5,4,600,4083
30412,Lockridge - Kiara,925000,3.3403253375485877,448533.7236641221,142640.6796307898,476466.2763358779,78 Wilson Street,Bassendean,3,2,149,486
30581,Trigg - North Beach - Watermans Bay,2350000,3.340002279691896,1050076.9719887956,389198.24573626276,1299923.0280112044,8 Ada Street,Watermans Bay,3,2,352,451
31020,Ocean Reef,1250000,3.3395450730637575,606561.259977195,192672.57244487587,643438.740022805,8 John Place,Mullaloo,5,3,241,809
27210,Ocean Reef,1250000,3.3395450730637575,606561.259977195,192672.57244487587,643438.740022805,6 Reacher Place,Ocean Reef,4,2,325,987
7584,Lesmurdie - Bickley - Carmel,1575000,3.3301548153675817,561552.7089072544,304324.37747819285,1013447.2910927456,16 Weston Road,Pickering Brook,4,3,210,8914
16498,Melville,1610000,3.32459123172761,806980.2200647249,241539.4025803254,803019.7799352751,3 Doney Street,Alfred Cove,5,2,315,544
2097,Balcatta - Hamersley,901000,3.3216684888289554,560256.652892562,102581.98500343606,340743.347107438,11 Barnato Street,Hamersley,5,2,307,893
4922,Mundijong,1600000,3.3145388216197107,603505.5764023211,300643.46119522094,996494.4235976789,132 Boomerang Road,Oldbury,4,2,205,100516
32359,Leeming,1315000,3.313380944065658,756477.8947368421,168565.61762494707,558522.1052631579,9 CARPENTER RISE,Bull Creek,4,2,359,846
17876,Wanneroo - Sinagra,925000,3.3102525867419335,518958.41985723557,122661.81190191435,406041.58014276443,31 Matta Way,Pearsall,5,3,400,660
22970,Lockridge - Kiara,920000,3.305272223577581,448533.7236641221,142640.6796307898,471466.2763358779,45 Seventh Avenue,Bassendean,5,3,246,1141
27132,Ellenbrook,1450000,3.3047842224489226,556913.86875,270240.3761139365,893086.13125,6 Noack Road,Upper Swan,4,2,209,30108
12507,Padbury,1750000,3.3045673273779217,723002.7368421053,310781.15874636674,1026997.2631578947,22 Mustique Crescent,Hillarys,5,3,599,703
9045,Mindarie - Quinns Rocks - Jindalee,1100000,3.303016497600815,469936.92954363493,190753.83695903997,630063.0704563651,18 Seafarer Way,Jindalee,4,3,340,639
3477,Marangaroo,685000,3.3029427247086893,397856.5619834711,86935.63950366538,287143.4380165289,12 Cordelia Place,Alexander Heights,5,3,361,699
27538,Iluka - Burns Beach,1540000,3.3022305117492405,715964.8845577211,249538.9442107042,824035.1154422789,60 Beachside Drive,Burns Beach,4,4,337,533
17904,Baldivis - South,860000,3.3009583145238133,419363.4259259259,133487.47002812094,440636.5740740741,31 Oak Way,Baldivis,5,2,265,4004
8461,Jandakot,1125000,3.2990814864658145,564175.6062992126,169994.101692098,560824.3937007874,171 Harper Road,Banjup,4,2,195,22027
5485,Beckenham - Kenwick - Langford,740000,3.2979413042404397,436725.31955922866,91958.78654687566,303274.68044077134,14 Lisbon Court,Parkwood,4,2,243,784
7073,Neerabup National Park,950000,3.2960654286110587,467800.70680628275,146295.42514782937,482199.29319371725,16 Carramar Road,Carramar,6,3,344,5016
14300,Fremantle,2400000,3.284404201256739,1041919.014084507,413493.8645480477,1358080.985915493,25/1 Corkhill Street,North Fremantle,3,2,188,295
33356,Casuarina - Wandi,1000000,3.2794539015745476,377879.49912587414,189702.4686260814,622120.5008741259,946 Anketell Road,Anketell,4,2,284,20814
22705,Casuarina - Wandi,1000000,3.2794539015745476,377879.49912587414,189702.4686260814,622120.5008741259,44 Marri Park Drive,Casuarina,4,3,268,8044
22524,Casuarina - Wandi,1000000,3.2794539015745476,377879.49912587414,189702.4686260814,622120.5008741259,43 Scovell Crescent,Anketell,4,2,224,20301
8502,Casuarina - Wandi,1000000,3.2794539015745476,377879.49912587414,189702.4686260814,622120.5008741259,174 Scovell Crescent,Anketell,4,2,221,21517
24742,Rockingham Lakes,720000,3.278887581640319,326341.1417721519,120058.66270990406,393658.8582278481,5 Weld Street,Rockingham,4,2,277,333
13699,Manning - Waterford,2000000,3.27112529041765,919637.2554517133,330272.50521802803,1080362.7445482868,24 Pepler Avenue,Salter Point,4,3,350,1012
2667,Manning - Waterford,2000000,3.27112529041765,919637.2554517133,330272.50521802803,1080362.7445482868,11 Salter Point Parade,Salter Point,4,4,279,856
18027,Glen Forrest - Darlington,1510000,3.264756557449792,643897.1544715447,265288.6456578547,866102.8455284553,315 Ryecroft Road,Darlington,5,2,252,19728
15274,Carabooda - Pinjar,2400000,3.2633698589159743,732709.2028985508,510910.76684004476,1667290.7971014492,274 Pinjar Road,Mariginiup,1,1,120,60341
25528,Melville,1595000,3.2624895628497477,806980.2200647249,241539.4025803254,788019.7799352751,537 Marmion Street,Booragoon,4,2,267,718
19642,Perth Airport,1500000,3.2538152956529376,576291.5412262157,283884.7244979913,923708.4587737843,3651 West Swan Road,Caversham,5,3,353,46416
2911,Perth Airport,1500000,3.2538152956529376,576291.5412262157,283884.7244979913,923708.4587737843,110 Terrace Road,Guildford,3,2,231,1010
20797,Mindarie - Quinns Rocks - Jindalee,1090000,3.2505929125268893,469936.92954363493,190753.83695903997,620063.0704563651,4 Eton Pass,Mindarie,5,3,285,623
29327,Beeliar - Wattleup,1590000,3.248560548959147,780597.1633986929,249157.38044674692,809402.8366013071,7 Parakeet Way,Coogee,5,4,566,720
20051,Marangaroo,680000,3.2454289130136686,397856.5619834711,86935.63950366538,282143.4380165289,38 Halwest Way,Alexander Heights,6,3,290,692
20766,Murdoch - Kardinya,1255000,3.241497698265007,589506.6455399061,205304.28104770687,665493.3544600939,4 Draper Street,North Coogee,3,2,304,316
2900,Kalamunda - Maida Vale - Gooseberry Hill,1150000,3.2408082511114276,479757.75092421443,206813.29999882824,670242.2490757855,110 Loton Road,Millendon,4,2,176,28315
7721,Kalamunda - Maida Vale - Gooseberry Hill,1150000,3.2408082511114276,479757.75092421443,206813.29999882824,670242.2490757855,165 William Street,Herne Hill,3,2,212,57378
5836,Kalamunda - Maida Vale - Gooseberry Hill,1150000,3.2408082511114276,479757.75092421443,206813.29999882824,670242.2490757855,141 Loton Road,Millendon,4,2,154,44312
11086,Kalamunda - Maida Vale - Gooseberry Hill,1150000,3.2408082511114276,479757.75092421443,206813.29999882824,670242.2490757855,20 Ford Street,Woodbridge,3,2,226,2630
2948,Kalamunda - Maida Vale - Gooseberry Hill,1150000,3.2408082511114276,479757.75092421443,206813.29999882824,670242.2490757855,111 Railway Crescent,Millendon,3,2,192,33530
21055,Winthrop,1508888,3.238409775071766,803064.6754098361,217953.67900114562,705823.3245901639,4 Levien Place,Winthrop,4,3,409,702
27352,Belmont - Ascot - Redcliffe,1350000,3.2381126565201352,591958.7529069767,234099.71409322694,758041.2470930233,6 The Riverwalk,Ascot,4,3,258,509
25418,Greenwood - Warwick,195000,-3.2378903563481987,547268.4779116466,108795.67840244807,-352268.4779116466,53 Dorchester Avenue,Warwick,4,1,167,751
6995,Duncraig,1350000,3.234272602934036,713762.3655913979,196717.38054220486,636237.6344086021,16 Ash Grove,Duncraig,5,3,545,939
503,Leeming,1300000,3.2243948257139636,756477.8947368421,168565.61762494707,543522.1052631579,1 Solly Court,Bull Creek,6,3,302,847
18928,Mindarie - Quinns Rocks - Jindalee,1085000,3.2243811199899266,469936.92954363493,190753.83695903997,615063.0704563651,34 Mariners View,Mindarie,4,3,353,608
6834,Bayswater - Embleton - Bedford,1442750,3.2233810613781304,706717.0234899329,228341.9063693891,736032.9765100671,154 Tenth Avenue,Inglewood,4,3,300,708
27909,Iluka - Burns Beach,1520000,3.2220827013012148,715964.8845577211,249538.9442107042,804035.1154422789,621 Burns Beach Road,Iluka,5,2,368,763
14240,Canning Vale - East,1040000,3.2213375267059003,623297.5852534563,129356.95539258143,416702.41474654374,25 Sheldrake Way,Willetton,4,2,268,718
6639,Maddington - Orange Grove - Martin,1200000,3.217629720797494,462390.1898527005,229240.1159088255,737609.8101472994,15 Staniland Street,Orange Grove,4,2,276,18950
13636,Murdoch - Kardinya,1250000,3.2171436030923,589506.6455399061,205304.28104770687,660493.3544600939,24 Lullworth Terrace,North Coogee,4,3,320,495
11264,Murdoch - Kardinya,1250000,3.2171436030923,589506.6455399061,205304.28104770687,660493.3544600939,20 Orsino Boulevard,North Coogee,3,2,388,441
21627,Ellenbrook,1425000,3.2122739900421275,556913.86875,270240.3761139365,868086.13125,40 Cardinal Drive,The Vines,5,3,500,4514
5746,Yokine - Coolbinia - Menora,2365000,3.2120982156134934,963742.2349823321,436243.74815389485,1401257.7650176678,14 Warralong Crescent,Coolbinia,4,3,300,881
1667,Trigg - North Beach - Watermans Bay,2300000,3.2115330469865615,1050076.9719887956,389198.24573626276,1249923.0280112044,101 West Coast Drive,Watermans Bay,4,3,300,667
27608,Jandakot,1110000,3.21084313083646,564175.6062992126,169994.101692098,545824.3937007874,60 Prinsep Road,Jandakot,4,3,498,1043
11908,Ocean Reef,1225000,3.2097912649178024,606561.259977195,192672.57244487587,618438.740022805,21 Pine Valley Pass,Connolly,5,4,472,737
10122,Singleton - Golden Bay - Secret Harbour,900000,3.2057637029899806,461583.0091324201,136758.98521736744,438416.9908675799,2 Altea Rise,Secret Harbour,5,4,394,946
28392,Piara Waters - Forrestdale,1210000,3.2016018076707304,469187.012718601,231388.23369804525,740812.9872813991,67 Honeymyrtle Loop,Forrestdale,4,2,303,25085
27877,Perth Airport,1485000,3.2009769471770717,576291.5412262157,283884.7244979913,908708.4587737843,62 Park Street,Henley Brook,3,1,179,38445
32965,South Perth - Kensington,2125000,3.2005585788658566,997348.3917525773,352329.6263638502,1127651.6082474226,9 Thomas Street,South Perth,3,1,406,641
7851,Lockridge - Kiara,905000,3.200112881664559,448533.7236641221,142640.6796307898,456466.2763358779,17 Ashfield Parade,Ashfield,2,1,133,1150
19255,Wembley - West Leederville - Glendalough,2440000,3.1952064988823556,1164374.875834446,399230.8868336842,1275625.124165554,35 Oakdale Street,Floreat,6,4,442,809
30440,Forrestfield - Wattle Grove,930000,3.176785825289331,473601.65497630334,143666.70280081895,456398.34502369666,79 Bywater Way,Wilson,4,2,330,803
1911,Ellenbrook,1415000,3.1752698970794095,556913.86875,270240.3761139365,858086.13125,108 Cathedral Avenue,Brigadoon,4,2,191,33243
11196,Casuarina - Wandi,980000,3.174025647820921,377879.49912587414,189702.4686260814,602120.5008741259,20 Lill Place,Anketell,4,2,240,21236
27000,Lesmurdie - Bickley - Carmel,1525000,3.1658564426432907,561552.7089072544,304324.37747819285,963447.2910927456,6 Lenori Road,Gooseberry Hill,8,6,357,3078
18912,Ballajura,740000,3.164974793609907,420807.3768115942,100851.55301484758,319192.6231884058,34 Lakeshore Close,Ballajura,4,2,204,801
29725,Piara Waters - Forrestdale,1200000,3.158384398383404,469187.012718601,231388.23369804525,730812.9872813991,70 Honeymyrtle Loop,Forrestdale,4,2,330,21879
3215,Piara Waters - Forrestdale,1200000,3.158384398383404,469187.012718601,231388.23369804525,730812.9872813991,119 Canns Road,Bedfordale,5,1,355,20229
30149,Piara Waters - Forrestdale,1200000,3.158384398383404,469187.012718601,231388.23369804525,730812.9872813991,75 Honeymyrtle Loop,Forrestdale,4,2,280,25235
365,Piara Waters - Forrestdale,1200000,3.158384398383404,469187.012718601,231388.23369804525,730812.9872813991,1 Mingara Avenue,Harrisdale,4,3,438,753
5092,Piara Waters - Forrestdale,1200000,3.158384398383404,469187.012718601,231388.23369804525,730812.9872813991,138 Wollaston Avenue,Haynes,3,1,156,25879
8779,Ocean Reef,1215000,3.1578897416594205,606561.259977195,192672.57244487587,608438.740022805,18 Fireball Way,Ocean Reef,4,2,442,901
14994,Port Kennedy,650000,3.155594996800159,367967.20430107525,89375.4730834952,282032.79569892475,27 Durance Drive,Port Kennedy,4,2,349,878
18786,Piara Waters - Forrestdale,1199000,3.154062657454671,469187.012718601,231388.23369804525,729812.9872813991,34 Blissett Drive,Bedfordale,5,5,445,3444
4914,Jandakot,1100000,3.15201756041689,564175.6062992126,169994.101692098,535824.3937007874,131 Tapper Road,Banjup,3,1,117,20035
6340,Jandakot,1100000,3.15201756041689,564175.6062992126,169994.101692098,535824.3937007874,15 Grant Place,Banjup,4,2,374,20422
16484,Jandakot,1100000,3.15201756041689,564175.6062992126,169994.101692098,535824.3937007874,3 Dean Road,Jandakot,6,4,413,752
30384,Perth Airport,1470000,3.148138598701206,576291.5412262157,283884.7244979913,893708.4587737843,78 Lawson Road,Henley Brook,4,2,269,20019
15851,Casuarina - Wandi,975000,3.147668584382514,377879.49912587414,189702.4686260814,597120.5008741259,29 Freckleton Court,Wandi,5,3,420,35109
23370,Casuarina - Wandi,975000,3.147668584382514,377879.49912587414,189702.4686260814,597120.5008741259,470 Lyon Road,Wandi,4,2,240,1149
23189,Casuarina - Wandi,975000,3.147668584382514,377879.49912587414,189702.4686260814,597120.5008741259,462 Lyon Road,Wandi,4,2,249,1147
33139,Casuarina - Wandi,975000,3.147668584382514,377879.49912587414,189702.4686260814,597120.5008741259,908 Anketell Road,Anketell,4,2,213,20159
22477,Kalamunda - Maida Vale - Gooseberry Hill,1130000,3.14410267173083,479757.75092421443,206813.29999882824,650242.2490757855,43 Leschenaultia Way,Maida Vale,5,3,119,10008
27644,Iluka - Burns Beach,1500000,3.141934890853189,715964.8845577211,249538.9442107042,784035.1154422789,601 Burns Beach Road,Iluka,5,3,370,906
31553,Iluka - Burns Beach,1500000,3.141934890853189,715964.8845577211,249538.9442107042,784035.1154422789,80 Silver Sands Drive,Iluka,5,3,431,643
332,Iluka - Burns Beach,1500000,3.141934890853189,715964.8845577211,249538.9442107042,784035.1154422789,1 Malibu Entrance,Iluka,5,4,467,639
931,Iluka - Burns Beach,1500000,3.141934890853189,715964.8845577211,249538.9442107042,784035.1154422789,10 Clearview Avenue,Burns Beach,5,4,500,610
5248,Warnbro,950000,3.1408334733047645,415480.118,170184.08856856127,534519.882,14 Cardiff Place,Warnbro,5,3,300,791
10594,Willagee,2150000,3.1366855473739257,873653.9904761905,406909.1371280054,1276346.0095238094,2 Palmer Street,Attadale,4,3,348,832
563,Victoria Park - Lathlain - Burswood,1585000,3.136218100025945,767549.3827160494,260648.52354406987,817450.6172839506,1 Vantage Way,Burswood,4,2,233,301
4196,Manning - Waterford,1955000,3.134874166606137,919637.2554517133,330272.50521802803,1035362.7445482867,124 River Way,Salter Point,4,2,255,1024
20745,Beckenham - Kenwick - Langford,725000,3.134824754280814,436725.31955922866,91958.78654687566,288274.68044077134,4 Dawson Place,Parkwood,4,2,247,1025
13035,Trigg - North Beach - Watermans Bay,2269000,3.131882122709254,1050076.9719887956,389198.24573626276,1218923.0280112044,23 King Albert Road,Trigg,4,3,630,635
33520,Perth Airport,1465000,3.1305258158759175,576291.5412262157,283884.7244979913,888708.4587737843,98 Park Street,Henley Brook,3,2,140,38513
5099,Toodyay,100000,-3.128534603293281,792695.4022988506,221412.0954806376,-692695.4022988506,139 Brennan Rise,Gidgegannup,4,2,219,24485
10971,Greenwood - Warwick,207000,-3.127591857582369,547268.4779116466,108795.67840244807,-340268.4779116466,20 Barnsbury Road,Warwick,3,1,143,730
12937,Yanchep,770000,3.1224543109169423,398192.3728813559,119075.44197482869,371807.6271186441,23 Dottyback Bend,Yanchep,5,3,322,802
25789,Kalamunda - Maida Vale - Gooseberry Hill,1125000,3.1199262768856806,479757.75092421443,206813.29999882824,645242.2490757855,55 Ravenswood Road,Maida Vale,4,2,238,9994
25545,Murdoch - Kardinya,1230000,3.119727222401473,589506.6455399061,205304.28104770687,640493.3544600939,54 Arabella Loop,North Coogee,5,2,291,517
15945,Piara Waters - Forrestdale,1190000,3.115166989096077,469187.012718601,231388.23369804525,720812.9872813991,29 Observation Circle,Bedfordale,5,5,45,4564
19637,Forrestfield - Wattle Grove,920000,3.1071802743506134,473601.65497630334,143666.70280081895,446398.34502369666,365 Acton Avenue,Kewdale,4,2,315,848
25187,Perth (West) - Northbridge,1750000,3.09744315589983,745222.9861111111,324389.1698141572,1004777.0138888889,514 William Street,Highgate,2,2,154,346
26383,Kalamunda - Maida Vale - Gooseberry Hill,1120000,3.0957498820405314,479757.75092421443,206813.29999882824,640242.2490757855,59 Weir Road,Baskerville,7,3,414,38204
4953,Dianella - South,1375000,3.0954582616166606,678584.4594594594,224979.78705641621,696415.5405405406,133 Dianella Drive,Dianella,5,3,486,739
15202,Rockingham Lakes,697500,3.0914791973376685,326341.1417721519,120058.66270990406,371158.8582278481,27 Thorpe Street,Rockingham,3,2,155,890
28580,Ballajura,732000,3.08565028386416,420807.3768115942,100851.55301484758,311192.6231884058,69 Lakeshore Close,Ballajura,4,2,309,1211
23013,Lesmurdie - Bickley - Carmel,1500000,3.083707256281145,561552.7089072544,304324.37747819285,938447.2910927456,457 Canning Road,Carmel,9,5,460,38500
15662,Lesmurdie - Bickley - Carmel,1500000,3.083707256281145,561552.7089072544,304324.37747819285,938447.2910927456,280 Mundaring Weir Road,Bickley,3,3,264,71036
14304,Lesmurdie - Bickley - Carmel,1500000,3.083707256281145,561552.7089072544,304324.37747819285,938447.2910927456,250 Aldersyde Road,Bickley,4,3,252,38098
9061,Trigg - North Beach - Watermans Bay,2250000,3.0830638142812266,1050076.9719887956,389198.24573626276,1199923.0280112044,18 Spence Street,Trigg,4,2,319,1062
4036,City Beach,665000,-3.082794392038984,1654765.2692307692,321061.0710161993,-989765.2692307692,12/10 Perina Way,City Beach,3,2,112,116
12837,Duncraig,1320000,3.0817695555809643,713762.3655913979,196717.38054220486,606237.6344086021,23 Ash Grove,Duncraig,4,4,461,817
17702,Duncraig,1320000,3.0817695555809643,713762.3655913979,196717.38054220486,606237.6344086021,31 Amaroo Place,Duncraig,4,4,435,754
15164,Marangaroo,130000,-3.081090373438591,397856.5619834711,86935.63950366538,-267856.5619834711,27 Rochford Way,Girrawheen,3,1,87,765
6386,Ocean Reef,1200000,3.080037456771848,606561.259977195,192672.57244487587,593438.740022805,15 Inverness Edge,Connolly,6,3,328,1127
2500,Ocean Reef,1200000,3.080037456771848,606561.259977195,192672.57244487587,593438.740022805,11 Marjorie Street,Mullaloo,4,2,259,906
9289,Perth Airport,1450000,3.0776874674000516,576291.5412262157,283884.7244979913,873708.4587737843,18A East Street,Guildford,4,2,263,1247
33121,Perth Airport,1450000,3.0776874674000516,576291.5412262157,283884.7244979913,873708.4587737843,90 Park Street,Henley Brook,4,4,300,38504
16129,Booragoon,2410000,3.067643230077024,1058596.3783783785,440534.80808056344,1351403.6216216215,2A Conon Road,Applecross,4,2,310,675
9586,Yokine - Coolbinia - Menora,2300000,3.063098945652449,963742.2349823321,436243.74815389485,1336257.7650176678,19 Inverness Crescent,Menora,5,3,330,1013
26333,Melville,1545000,3.055483999923541,806980.2200647249,241539.4025803254,738019.7799352751,59 Kennedy Street,Alfred Cove,4,2,354,1071
5809,Piara Waters - Forrestdale,1175000,3.0503408751650873,469187.012718601,231388.23369804525,705812.9872813991,140 Eleventh Road,Wungong,5,2,210,20229
12734,Mundijong,1520000,3.048442896293557,603505.5764023211,300643.46119522094,916494.4235976789,224 Gossage Road,Oldbury,5,3,497,16940
19580,Leeming,1270000,3.0464225890105747,756477.8947368421,168565.61762494707,513522.10526315786,36 Sellars Way,Bull Creek,5,3,352,690
19118,Ellenbrook,1380000,3.045755571709896,556913.86875,270240.3761139365,823086.13125,35 Beeches Mews,Brigadoon,4,2,280,16268
6295,Rockingham Lakes,692000,3.045668258952576,326341.1417721519,120058.66270990406,365658.8582278481,15 Fletcher Street,Rockingham,4,2,238,492
14820,Mindarie - Quinns Rocks - Jindalee,1050000,3.0408985722311863,469936.92954363493,190753.83695903997,580063.0704563651,265 Santa Barbara Parade,Jindalee,4,2,205,635
25971,Baldivis - South,825000,3.0387614207432447,419363.4259259259,133487.47002812094,405636.5740740741,561 St Albans Road,Baldivis,4,2,165,53501
6551,Forrestfield - Wattle Grove,910000,3.037574723411896,473601.65497630334,143666.70280081895,436398.34502369666,15 Penryn Street,Kewdale,4,2,371,736
26239,Alkimos - Eglinton,725000,3.010398644411267,405001.77894736844,106297.62328876297,319998.22105263156,58 Shipmaster Avenue,Alkimos,4,3,306,510
922,Beckenham - Kenwick - Langford,160000,-3.0092319608650873,436725.31955922866,91958.78654687566,-276725.31955922866,10 Choseley Place,Langford,4,1,103,612
18262,Ocean Reef,1186000,3.007375324210113,606561.259977195,192672.57244487587,579438.740022805,32 Oceanside Promenade,Mullaloo,4,2,271,809
27705,Yokine - Coolbinia - Menora,2275000,3.0057915341289703,963742.2349823321,436243.74815389485,1311257.7650176678,61 Elstree Avenue,Coolbinia,5,3,310,911
32269,City Beach,690000,-3.0049275864469145,1654765.2692307692,321061.0710161993,-964765.2692307692,9 Balandi Way,City Beach,1,1,232,241
31092,Fremantle - South,1750000,3.0048697993946853,868886.4134615385,293228.5407893404,881113.5865384615,8 Lilly Street,South Fremantle,5,2,210,1608
7320,Lesmurdie - Bickley - Carmel,1475000,3.0015580699189996,561552.7089072544,304324.37747819285,913447.2910927456,16 Lenori Road,Gooseberry Hill,4,3,321,3721
2896,Lesmurdie - Bickley - Carmel,1475000,3.0015580699189996,561552.7089072544,304324.37747819285,913447.2910927456,110 John Farrant Drive,Gooseberry Hill,4,1,250,10178
19138,Mundaring,1200000,3.0009636995974356,564910.7292418772,211628.44150474624,635089.2707581228,35 Carinya Drive,Stoneville,6,3,550,20000
